imdb_id,runtime,budget,reveune,Animation,Action,Adventure,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Science Fiction,Romance,Thriller,Western,War,ratings
tt0289043,113,5000000,82719885,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,7.6
tt0098382,107,30000000,70200000,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5.5
tt0046672,127,5000000,28200000,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7.2
tt0102975,113,27000000,96900000,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7.2
tt0387564,103,1200000,103911669,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,7.6
tt0101889,137,24000000,41895491,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.5
tt0373926,128,80000000,162944923,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6.4
tt0181689,145,102000000,358372926,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,7.6
tt0452624,108,32000000,5914908,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,6.0
tt0098663,100,6000000,14278900,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,6.1
tt0119396,154,12000000,39673162,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,7.5
tt0066921,136,2200000,26589000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8.3
tt0425210,110,27000000,56308881,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,7.7
tt0401792,124,40000000,158733820,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8.0
tt0458481,102,65000000,39407616,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6.5
tt0091605,130,20000000,77200000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,7.7
tt0111280,118,38000000,120000000,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6.6
tt0211915,122,10000000,173921954,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.3
tt0099088,118,40000000,244527583,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,7.4
tt0112573,177,72000000,210000000,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,8.3
tt0117731,111,46000000,150000000,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7.6
tt0120844,103,70000000,118000000,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6.4
tt0253754,117,60000000,67312826,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6.4
tt0070379,110,500000,3000000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7.3
tt0395169,121,17500000,38000000,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,8.1
tt0097165,129,16400000,235860116,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.1
tt0053125,136,4000000,13275000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,8.3
tt0489270,108,10000000,163876815,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,6.2
tt0432348,92,4000000,152925093,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.6
tt0367882,122,185000000,786636033,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1
tt0088247,108,6400000,78371200,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8.0
tt0441909,121,12899867,85582407,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7.6
tt0032976,130,1288000,6000000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,8.1
tt0171804,118,2000000,11540607,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7.5
tt0086066,91,10000000,33697647,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7.1
tt0365737,128,50000000,94000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6.9
tt0086216,94,10000000,2494480,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,7.2
tt0092005,89,8000000,52287000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8.1
tt0110598,106,3000000,15119639,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7.2
tt0289635,93,6400000,2500000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,6.4
tt0068646,175,6000000,245066411,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9.2
tt0053291,122,2883848,25000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.2
tt0071562,200,13000000,47542841,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9.0
tt0110632,119,34000000,50282766,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,7.3
tt0099674,162,54000000,136766062,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,7.6
tt0146882,113,30000000,47126295,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,7.5
tt0024216,100,672000,10000000,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,7.9
tt0276751,101,27000000,129000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7.0
tt0055312,136,2900000,5000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.2
tt0099653,127,22000000,505000000,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,7.0
tt0067992,100,3000000,4000000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7.8
tt0070328,121,7000000,161777836,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.8
tt0360717,187,207000000,550000000,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.2
tt0380599,130,50000000,42093706,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,6.8
tt0051459,108,3000000,17570324,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8.0
tt0057345,103,900000,528428,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.6
tt0096895,126,35000000,411348924,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.5
tt0372784,140,150000000,374218673,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8.2
tt0102926,119,19000000,272742922,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,8.6
tt0116282,98,7000000,60611975,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,8.1
tt0320691,121,22000000,95708457,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7.0
tt0111161,142,25000000,28341469,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9.3
tt0086879,160,18000000,51973029,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,8.3
tt0103064,137,100000000,520000000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8.5
tt0114558,145,42000000,7959291,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,7.2
tt0053604,125,3000000,25000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8.3
tt0449088,169,300000000,961000000,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.1
tt0094812,108,7000000,50888000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.1
tt0044706,85,730000,8000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.9
tt0034583,102,878000,10462500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8.5
tt0101410,116,9000000,6153939,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.7
tt0389326,105,2600000,3166000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.9
tt0425598,100,3000000,11718595,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7.2
tt0089015,96,350000,2400000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7.0
tt0181852,109,200000000,435000000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6.3
tt0119643,178,90000000,142940100,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,7.2
tt0496806,122,85000000,311312624,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6.9
tt0354899,105,6000000,9524340,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7.3
tt0324133,102,7800000,22441323,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6.7
tt0038787,102,2000000,24464742,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,7.9
tt0109254,104,50000000,119208989,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6
tt0412019,105,10000000,45742101,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,7.2
tt0315327,101,80000000,484572835,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.7
tt0448124,112,12000000,1381665,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7.5
tt0327554,104,100000000,82102379,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3
tt0108399,120,12500000,12281551,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,7.9
tt0278504,118,46000000,113714830,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,7.2
tt0330602,92,4361898,3031801,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.7
tt0327056,138,25000000,156822020,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,7.9
tt0417148,105,33000000,62022014,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,5.4
tt0222851,114,12000000,15250000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,7.2
tt0107290,127,63000000,920100000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.1
tt0119567,129,73000000,229074524,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.6
tt0163025,92,93000000,368780809,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5.9
tt0175880,188,37000000,48451803,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.0
tt0064116,175,5000000,5321508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8.5
tt0301357,121,4800000,79384880,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7.7
tt0102536,129,3500000,2015810,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.8
tt0404030,106,7000000,2697930,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.4
tt0120663,159,65000000,162091208,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7.4
tt0047478,207,2000000,271841,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.6
tt0078748,117,11000000,104931801,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,8.4
tt0458352,109,35000000,326551094,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6.9
tt0103776,126,80000000,280000000,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.0
tt0087800,91,1800000,25504513,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.5
tt0093822,94,6000000,29180280,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3
tt0100150,115,14000000,5080409,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,7.8
tt0095953,133,25000000,412800000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.0
tt0048728,106,2500000,8750000,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,7.4
tt0082096,149,14000000,85000000,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,8.3
tt0454848,129,45000000,184376254,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,7.6
tt0050083,96,340000,1000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.9
tt0058461,99,200000,14500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8.0
tt0241303,121,25000000,152500343,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7.2
tt0378194,136,30000000,152159461,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8.0
tt0370263,101,70000000,171183863,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.6
tt0061184,131,7500000,33736689,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.0
tt0379725,114,7000000,49084830,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7.3
tt0114660,116,8000000,529766,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6.8
tt0333766,102,2500000,26781723,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7.4
tt0103772,127,49000000,352927224,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,7.0
tt0097239,99,7500000,145793296,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.4
tt0029583,83,1488423,184925486,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7.6
tt0116209,162,27000000,231976425,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,7.4
tt0363771,143,180000000,748806957,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6.9
tt0112462,121,100000000,336529144,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5.4
tt0118688,125,125000000,238207122,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3.7
tt0362270,119,50000000,34808403,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.3
tt0253474,150,35000000,120072577,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8.5
tt0108052,195,22000000,321365567,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,8.9
tt0268380,81,59000000,383257136,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.5
tt0052357,128,2479000,28000000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,8.3
tt0060196,161,1200000,6000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8.8
tt0055256,115,3000000,4000000,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.9
tt0123755,90,250000,501818,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,7.2
tt0058331,139,6000000,102272727,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7.8
tt0319262,124,125000000,544272402,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6.4
tt0758730,94,40000000,41797066,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,4.7
tt0219822,96,6000000,705308,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.4
tt0314524,100,2224000,28000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.5
tt0113627,112,3600000,49800000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7.5
tt0154421,117,2500000,7235,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.8
tt0268978,135,60000000,313542341,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8.2
tt0117509,120,14500000,147298761,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6.7
tt0286499,112,3500159,76578641,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6.6
tt0195685,131,52000000,256271286,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.3
tt0315733,124,20000000,60427839,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,7.7
tt0138704,84,60000,3221152,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,7.4
tt0061418,111,2500000,50700000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7.8
tt0097240,100,2500000,4729352,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7.3
tt0162650,99,46000000,107196498,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5.9
tt0067741,100,4000000,12121618,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6.6
tt0100935,124,9500000,14560247,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7.2
tt0043265,105,1300000,10750000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7.7
tt0119217,126,10000000,225933435,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.3
